,text
483,"@fact_covid @NHSEngland I am early 30s, had AZ &gt;8 months ago (not vulnerable group, was volunteering at vax centre!) and I was just able to book online, having not been able to book online yesterday. Getting boosted on Thursday 🥳 keep trying the website people!"
484,"The worst thing about having a cold in the covid era isn’t the misery, missing work, and missing fun activities. It’s desperately trying to hold in coughs and sneezes so people don’t think you’re trying to murder them"
485,"The very same hunt whose leading huntsman was found GUILTY of his dogs being dangerously out of control for killing a family's beloved cat - were awarded £10,000+ from taxpayer funded small business covid grant last year. 

RT if you agree they should give every penny back"
486,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar"
487,Halton School boards are handing out free voluntary covid tests. What I find odd is they only want students using the tests if they are asymptomatic. WTF is the logic in this? The conspiracy theorist in me says they are trying to artificially raise the case count. W am I missing?
488,"""@bbrockmyer said, 'It’s important for SBA to carefully consider whether to approve forgiveness applications, to make these decisions free from undue influence, and to be transparent with the public about their process.'"" https://t.co/qVShLIZ5qr"
489,"At least five omicron COVID cases detected in Berkeley and Alameda County. They are part of an outbreak involving 12 total cases linked to a wedding held in Wisconsin last weekend.

@sfchronicle 
https://t.co/bcXIN3CSY5"
490,@InnerVoltRock But his Cheeto Champion had covid...
491,"It actually disgusts me how our wonderful NHS are treating non covid patients. Basically, if it isnt covid then they just dont care. My very unwell Grandma was sent home at 2am this morning, they don't know whats wrong with her. This is exactly what happened with my Grandad"
492,"Talk vasthe Xroads closing 2cr gross avpl covid valla miss aina Pushpa tho kodtam 
#PushpaTheRiseOnDec17"
493,"1. Natural immunity doesn't exist
2. 795K Americans are dead
3. Unvaxxed filling up hospitals 
4. Prior covid infection doesn't prevent re-infection or less severe disease. 
5. Vaccine provides a more robust immune response. https://t.co/kqSJqguMOA"
494,"Mental health has become its own pandemic during Covid, with soaring rates of anxiety, depression and burnout. Psychologists say both resilience and the ability to grow from adversity can be cultivated. Here are four ways to get started. https://t.co/0e6BF03HkF"
495,"Uttar Pradesh population: 231 million inhabitants; C19 active cases: 134!  Guys, this is 0.000058% of the population! Could the world please replicate the Uttar Pradesh approach?  (note: fully jabbed: approx 20%)
https://t.co/1eGwfoGy5g"
496,"Corona sceptics rally in Vienna against COVID-19 restrictions and mandatory vaccination

LIVE: https://t.co/99TEXNZQ19

#COVID19 #coronavirus #Vienna #Austria https://t.co/pOR2Cg41xv"
497,"#SilambarasanTR is admitted to a Chennai hospitali, due to a viral infection. It's not Covid related! 

Wishing #STR a safe and speedy recovery! 

@SilambarasanTR_"
498,"All #WannaOne Members Test Negative For COVID-19 + #2021MAMA Pre-Recording Rescheduled
https://t.co/N9O9fUce33 https://t.co/VCW3NdnQrL"
499,"Alas @CaroQuach missed the memo on long COVID, since, rather than giving them dose 3, she suggests Quebecers should get infected with omicron. https://t.co/fvteUjggoS"
500,"Repeat after me:

Covid is a disability rights issue."
501,"This week, the United States partnered with @gavi #COVAX to deliver over 9.7 million COVID-19 vaccine doses to 10 countries in sub-Saharan Africa. https://t.co/ZMzVnv0rVV"
502,"Florida has a 2.3% COVID positivity rate with no mask or vaccine mandates. We live life, we congregate, and we trust our immune systems. And it works."
503,@SamCoatesSky @nmdacosta I think the plan is froth at the mouth till they drop just the covid passport bit.  Then most could tell their rabid libertarians they’d scored a victory.  Safe in the knowledge that any major event will enforce passports anyway because their customers will demand it.
504,"THIS is why republicans are dying of covid at 2-3 times the rate of the rest of the population. 
#MaskUp 
#GetVaccinatedNow 

https://t.co/Uyb1LYzRvO"
505,"@sp1cyy_ @teamsecret @ValorantEsports Idk dude, the covid cases seems to be lowering in these days. Election period that's why"
506,"All Other Members Of #SuperJunior Test Negative For COVID-19 After #ChoiSiwon Tests Positive
https://t.co/MzGHZr5k62 https://t.co/Zc4aOh5Tji"
507,I’m old enough to remember when David Perdue secretly sold millions of dollars worth of stocks before the public knew about COVID.
508,"@portarican_RT I could not be a healthcare provider. To the ones who are in hosp because they have covid but denying it, I'd say go home. They deny it but expect someone to take care of them. Not me."
509,"Worth remembering that at almost every single stage of the Covid crisis the modelling of the virus's growth has been wrong. Not just marginally wrong, but so spectacularly wrong as to have minimal practical utility for policy making."
510,"Florida has a 2.3% COVID positivity rate with no mask or vaccine mandates. We live life, we congregate, and we trust our immune systems. And it works."
511,"Worth remembering that at almost every single stage of the Covid crisis the modelling of the virus's growth has been wrong. Not just marginally wrong, but so spectacularly wrong as to have minimal practical utility for policy making."
512,"It's happening.

A court in Belgium ruled that the covid passports were illegal."
513,"Well established crisis communications principles on which US COVID leadership is massively failing

This allows noise of overconfident (&amp; some Right Wing Extremist funded) pundits to speak louder than facts

➡️ We Need Public Health Leadership on COVID

https://t.co/DJhiJPiNGH https://t.co/O2WYztSpl1"
514,"CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC’s COVID Data Tracker now displays vaccination coverage by age, sex, and race/ethnicity, for people ages 5+ years who have received a COVID-19 vaccine. Learn more: https://t.co/ZIUYQvbbw7 https://t.co/J3grRkRyOH"
515,"Mental health has become its own pandemic during Covid, with soaring rates of anxiety, depression and burnout. Psychologists say both resilience and the ability to grow from adversity can be cultivated. Here are four ways to get started. https://t.co/0e6BF03HkF"
516,@vicderbyshire So what? It doesn't stop you getting covid. It just means you're less likely to die from it. So what's your point?
517,"A group of “risk-averse” and “super responsible people” let their guard down enough to become unwitting vectors of COVID-19, showing just how vulnerable even vaccinated people remain to the virus when indoors and in groups.

https://t.co/u6lIstyZhF"
518,"Just like to let you guys know, 13,866 persons are currently infected with COVID-19 …

Basically 1 in every 100 persons in T&amp;T are confirmed to have COVID-19"
519,"@ggreenwald Since covid isn't going away....
Flu shots are only good for about six months too."
520,"Florida has a 2.3% COVID positivity rate with no mask or vaccine mandates. We live life, we congregate, and we trust our immune systems. And it works."
521,"@AbzUK ""COVID vaccine?!, No thanks but can I get 8 grams of heroin in me though??"" Stupid motherfuckers man 🤣🤣"
522,"They say anti-Covid measures go against the British way of life.
No. It is British to be mindful of others. To go out of our way for others. Dunkirk came to define British spirit because it was a story about how civilians could play a heroic role in securing the safety of others."
523,@DrKateTO The blame will be on family gatherings when covid spreads.  Not on govts and big business holding events like this.
524,The “doctors” and hospitals who helped erase the line between dying FROM Covid and dying WITH Covid should all lose their licenses and be subject to fines/imprisonment.
525,"Hey y'all! I'm Kathleen Brown, running for Congress in TX-13 against Rep. Ronny Jackson, Donald Trump's former doctor and a COVID denier.

I'm at 11,600 followers &amp; my team says I need 15,000 by  the weekend. 

Can you help? Please follow and RT!♥️

Let's turn Texas blue in '22!"
526,🧵 We are expecting to issue proceedings against the Met in relation to its refusal to investigate the parties at Number 10 whilst the country was in lock down. More details here https://t.co/BAjzc98i1b 🧵
527,"In the past week I have seen or know 6 covid patients. All vaccinated, 4 boosted. Just saw another patient today follow up from stroke after booster. At what point are we going to admit the risk for most people is not worth the benefit?"
528,"It's pretty fascinating to consider that someone could test positive for literally any ailment other than COVID-19 (as far as I'm aware) and not be (effectively) denied entry into their country of citizenship. Seems off to me.

(Just pondering ahead of my test Mon to return Tues)"
529,@wck47 @ToniaBuxton No it isn't covid it's a backlog of 5 years worth of critical life saving procedures that were put off for a scam that's now stretching the NHS! PS I work in it 🙃
530,"longest, scariest chapter of my book on economy. 5 crore fewer indians working now than in 2013 &amp; this is pre covid. mfg jobs halved since 2017. modi pushed as many indians into poverty (quarter billion) as manmohan singh pulled out of poverty. we’re sunk. https://t.co/1wVQW2aMaB"
531,"Yet ANOTHER lie by Jen Psaki to the American people! 

COVID is the reason for record crime...

Yeah...Right... https://t.co/fazhUc3TfF"
532,"Take advice from scientists and the white coats on how to navigate party season!  

Seriously?  Does that include dance moves?
🥼👨‍🔬
https://t.co/FJvqjnfCe1"
533,"It might be unpleasant to face the reality, but when it comes to covid it’s always better to be up front from the start. Don’t sugar coat it."
534,@sanket @ndtv @pkdnambiar @INCIndia @rssurjewala @Pawankhera @SupriyaShrinate @AamAadmiParty @drajoykumar AAP is showcasing its APP to handle covid..  what crap is that and everyone know that APP is not real time and there is no bed available even if it shows there are plenty
