Unnamed: 0,text,tweets
466,@DrReality5 Do you think at some point early next year when Paxlovid is approved (not to judge it’s efficacy) and the “coastal surges” wane that someone like Anthony Fauci will declare covid is little different than the flu and use that to try to save the Democrats,approved judge efficacy coastal surges wane anthony declare little flu try save democrats
467,Former NFL wide receiver Joshua Bellamy sentenced to 3 years for Covid relief fraud https://t.co/1kqBG9sKxd,former wide receiver joshua sentenced 3 relief fraud
468,@redsteeze All they're gonna do is blame covid &amp; Jan 6th for their shit policies.,blame amp jan 6th shit policies
469,"BREAKING - Whilst you were distracted by a Christmas Party the UK Gov. released a report confirming the Fully Vaccinated account for 4 in every 5 C-19 Deaths in England since August…
https://t.co/v4Jj52gkyt",breaking distracted christmas party uk released report confirming vaccinated account 4 5 deaths england august
470,"Big fascist tough guy poster boy fish stick Nazi Tucker Carlson says COVID-19 “feminizes people.” So since he hasn’t had it, what’s his excuse? https://t.co/xFPQ0aFaYP",fascist tough guy poster boy fish stick nazi tucker feminizes people excuse
471,SCALP: COVID Investigator Funded By Chinese Communist Party Removed From WHO Team Following National Pulse Exposé. https://t.co/Co2UDV6P3F,scalp investigator funded chinese communist party removed team following national pulse
472,"It's a crime that we're not told vaccination status of the hospitalized patients. We should get data on  ages, vaccination status, which vaccines, when vaccinated and if they got  boosters. PH is failing us by not providing vital information. https://t.co/BzTOheKv1v",crime told vaccination status hospitalized patients data ages vaccination status vaccines vaccinated boosters ph failing providing vital information
473,"This is mind blowing. 
Short version:
- it turns out having exposure “common cold” coronavirus might lead to MORE severe C19 disease which may be why children fare so well against Covid
BUT!
- being vaccinated against early SARS-2 variants causes the SAME problem! 🤯 https://t.co/I2YbeJQa99 https://t.co/qJTkRp6TLU",mind blowing short version exposure common cold lead severe disease children fare vaccinated variants causes
474,"Medical device company EmitBio is testing a device that uses precise light frequencies it claims can keep the coronavirus at bay
https://t.co/eOliZ7OgWS",medical device company testing device precise light frequencies claims bay
477,"‘Get yr booster jab’ say health officials, as analysis by UK Health Security Agency shows 3rd dose prevents abt 75% of us frm getting Covid symptoms. Omicron is spreading so fast we’re all likely to come into contact w an infected person, a scientist said. https://t.co/CwBwmlEJfu",yr booster jab health officials analysis uk health security agency 3rd dose prevents 75 getting symptoms omicron spreading fast contact infected person scientist
478,@rushmeentweets Grateful for being alive and surviving Covid 19. 🙏🙏,grateful alive surviving 19
481,"No one I know has died from covid. 

You?",died
483,"@fact_covid @NHSEngland I am early 30s, had AZ &gt;8 months ago (not vulnerable group, was volunteering at vax centre!) and I was just able to book online, having not been able to book online yesterday. Getting boosted on Thursday 🥳 keep trying the website people!",am 30s az 8 months ago vulnerable volunteering centre able book online able book online yesterday getting boosted thursday trying website people
484,"The worst thing about having a cold in the covid era isn’t the misery, missing work, and missing fun activities. It’s desperately trying to hold in coughs and sneezes so people don’t think you’re trying to murder them",worst cold era misery missing missing fun activities desperately trying hold coughs sneezes people trying murder
487,Halton School boards are handing out free voluntary covid tests. What I find odd is they only want students using the tests if they are asymptomatic. WTF is the logic in this? The conspiracy theorist in me says they are trying to artificially raise the case count. W am I missing?,school boards handing free voluntary tests odd students using tests asymptomatic logic conspiracy theorist trying artificially raise count am missing
488,"""@bbrockmyer said, 'It’s important for SBA to carefully consider whether to approve forgiveness applications, to make these decisions free from undue influence, and to be transparent with the public about their process.'"" https://t.co/qVShLIZ5qr",sba carefully consider approve forgiveness applications decisions free undue influence transparent public process
489,"At least five omicron COVID cases detected in Berkeley and Alameda County. They are part of an outbreak involving 12 total cases linked to a wedding held in Wisconsin last weekend.

@sfchronicle 
https://t.co/bcXIN3CSY5",five omicron detected berkeley county outbreak involving 12 total linked wedding held wisconsin weekend
490,@InnerVoltRock But his Cheeto Champion had covid...,champion
493,"1. Natural immunity doesn't exist
2. 795K Americans are dead
3. Unvaxxed filling up hospitals 
4. Prior covid infection doesn't prevent re-infection or less severe disease. 
5. Vaccine provides a more robust immune response. https://t.co/kqSJqguMOA",1 natural immunity exist 2 americans dead 3 filling hospitals 4 prior infection prevent severe disease 5 vaccine provides robust immune response
495,"Uttar Pradesh population: 231 million inhabitants; C19 active cases: 134!  Guys, this is 0.000058% of the population! Could the world please replicate the Uttar Pradesh approach?  (note: fully jabbed: approx 20%)
https://t.co/1eGwfoGy5g",population million inhabitants active guys population world please replicate approach note jabbed 20
496,"Corona sceptics rally in Vienna against COVID-19 restrictions and mandatory vaccination

LIVE: https://t.co/99TEXNZQ19

#COVID19 #coronavirus #Vienna #Austria https://t.co/pOR2Cg41xv",corona sceptics rally vienna restrictions mandatory vaccination live
499,"Alas @CaroQuach missed the memo on long COVID, since, rather than giving them dose 3, she suggests Quebecers should get infected with omicron. https://t.co/fvteUjggoS",alas missed memo giving dose 3 suggests infected omicron
501,"This week, the United States partnered with @gavi #COVAX to deliver over 9.7 million COVID-19 vaccine doses to 10 countries in sub-Saharan Africa. https://t.co/ZMzVnv0rVV",week united partnered deliver million vaccine doses 10 countries sub-saharan africa
503,@SamCoatesSky @nmdacosta I think the plan is froth at the mouth till they drop just the covid passport bit.  Then most could tell their rabid libertarians they’d scored a victory.  Safe in the knowledge that any major event will enforce passports anyway because their customers will demand it.,plan froth mouth till drop passport bit tell rabid libertarians scored victory safe knowledge major event enforce passports anyway customers demand
504,"THIS is why republicans are dying of covid at 2-3 times the rate of the rest of the population. 
#MaskUp 
#GetVaccinatedNow 

https://t.co/Uyb1LYzRvO",republicans dying times rate rest population
505,"@sp1cyy_ @teamsecret @ValorantEsports Idk dude, the covid cases seems to be lowering in these days. Election period that's why",dude lowering days election period
508,"@portarican_RT I could not be a healthcare provider. To the ones who are in hosp because they have covid but denying it, I'd say go home. They deny it but expect someone to take care of them. Not me.",healthcare provider ones denying home deny expect care
509,"Worth remembering that at almost every single stage of the Covid crisis the modelling of the virus's growth has been wrong. Not just marginally wrong, but so spectacularly wrong as to have minimal practical utility for policy making.",worth remembering single stage crisis modelling virus growth wrong marginally wrong spectacularly wrong minimal practical utility policy
513,"Well established crisis communications principles on which US COVID leadership is massively failing

This allows noise of overconfident (&amp; some Right Wing Extremist funded) pundits to speak louder than facts

➡️ We Need Public Health Leadership on COVID

https://t.co/DJhiJPiNGH https://t.co/O2WYztSpl1",established crisis communications principles leadership massively failing allows noise overconfident amp wing extremist funded pundits speak louder public health leadership
514,"CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC’s COVID Data Tracker now displays vaccination coverage by age, sex, and race/ethnicity, for people ages 5+ years who have received a COVID-19 vaccine. Learn more: https://t.co/ZIUYQvbbw7 https://t.co/J3grRkRyOH",cdc recommends people ages 5 vaccinated cdc data tracker displays vaccination coverage age sex race ethnicity people ages 5 received vaccine learn
