text,Topic,Sentiment,tweets
"Uttar Pradesh population: 231 million inhabitants; C19 active cases: 134!  Guys, this is 0.000058% of the population! Could the world please replicate the Uttar Pradesh approach?  (note: fully jabbed: approx 20%)
https://t.co/1eGwfoGy5g",v,1,population million inhabitants active guys population world please replicate approach note jabbed 20
"Corona sceptics rally in Vienna against COVID-19 restrictions and mandatory vaccination

LIVE: https://t.co/99TEXNZQ19

#COVID19 #coronavirus #Vienna #Austria https://t.co/pOR2Cg41xv",l,2,corona sceptics rally vienna restrictions mandatory vaccination live
"Alas @CaroQuach missed the memo on long COVID, since, rather than giving them dose 3, she suggests Quebecers should get infected with omicron. https://t.co/fvteUjggoS",l,3,alas missed memo giving dose 3 suggests infected omicron
"This week, the United States partnered with @gavi #COVAX to deliver over 9.7 million COVID-19 vaccine doses to 10 countries in sub-Saharan Africa. https://t.co/ZMzVnv0rVV",v,2,week united partnered deliver million vaccine doses 10 countries sub-saharan africa
@SamCoatesSky @nmdacosta I think the plan is froth at the mouth till they drop just the covid passport bit.  Then most could tell their rabid libertarians they’d scored a victory.  Safe in the knowledge that any major event will enforce passports anyway because their customers will demand it.,l,1,plan froth mouth till drop passport bit tell rabid libertarians scored victory safe knowledge major event enforce passports anyway customers demand
"THIS is why republicans are dying of covid at 2-3 times the rate of the rest of the population. 
#MaskUp 
#GetVaccinatedNow 

https://t.co/Uyb1LYzRvO",h,3,republicans dying times rate rest population
"@sp1cyy_ @teamsecret @ValorantEsports Idk dude, the covid cases seems to be lowering in these days. Election period that's why",l,3,dude lowering days election period
"@portarican_RT I could not be a healthcare provider. To the ones who are in hosp because they have covid but denying it, I'd say go home. They deny it but expect someone to take care of them. Not me.",l,3,healthcare provider ones denying home deny expect care
"Worth remembering that at almost every single stage of the Covid crisis the modelling of the virus's growth has been wrong. Not just marginally wrong, but so spectacularly wrong as to have minimal practical utility for policy making.",o,3,worth remembering single stage crisis modelling virus growth wrong marginally wrong spectacularly wrong minimal practical utility policy
"Well established crisis communications principles on which US COVID leadership is massively failing

This allows noise of overconfident (&amp; some Right Wing Extremist funded) pundits to speak louder than facts

➡️ We Need Public Health Leadership on COVID

https://t.co/DJhiJPiNGH https://t.co/O2WYztSpl1",l,3,established crisis communications principles leadership massively failing allows noise overconfident amp wing extremist funded pundits speak louder public health leadership
"CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC’s COVID Data Tracker now displays vaccination coverage by age, sex, and race/ethnicity, for people ages 5+ years who have received a COVID-19 vaccine. Learn more: https://t.co/ZIUYQvbbw7 https://t.co/J3grRkRyOH",v,1,cdc recommends people ages 5 vaccinated cdc data tracker displays vaccination coverage age sex race ethnicity people ages 5 received vaccine learn
@vicderbyshire So what? It doesn't stop you getting covid. It just means you're less likely to die from it. So what's your point?,v,2,stop getting means die
"Just like to let you guys know, 13,866 persons are currently infected with COVID-19 …

Basically 1 in every 100 persons in T&amp;T are confirmed to have COVID-19",h,3,guys persons currently infected basically 1 100 persons amp confirmed
"@ggreenwald Since covid isn't going away....
Flu shots are only good for about six months too.",h,3,flu shots six months
"@AbzUK ""COVID vaccine?!, No thanks but can I get 8 grams of heroin in me though??"" Stupid motherfuckers man 🤣🤣", o,3,vaccine thanks 8 grams heroin stupid motherfuckers
"They say anti-Covid measures go against the British way of life.
No. It is British to be mindful of others. To go out of our way for others. Dunkirk came to define British spirit because it was a story about how civilians could play a heroic role in securing the safety of others.",l,2,measures british life british mindful dunkirk define british spirit story civilians play heroic role securing safety
@DrKateTO The blame will be on family gatherings when covid spreads.  Not on govts and big business holding events like this.,l,3,blame family gatherings spreads business holding events
🧵 We are expecting to issue proceedings against the Met in relation to its refusal to investigate the parties at Number 10 whilst the country was in lock down. More details here https://t.co/BAjzc98i1b 🧵,l,2,expecting issue proceedings met relation refusal investigate parties 10 country lock details
"In the past week I have seen or know 6 covid patients. All vaccinated, 4 boosted. Just saw another patient today follow up from stroke after booster. At what point are we going to admit the risk for most people is not worth the benefit?",v,3,past week seen 6 patients vaccinated 4 boosted patient follow stroke booster admit risk people worth benefit
"It's pretty fascinating to consider that someone could test positive for literally any ailment other than COVID-19 (as far as I'm aware) and not be (effectively) denied entry into their country of citizenship. Seems off to me.

(Just pondering ahead of my test Mon to return Tues)",l,2,pretty fascinating consider test positive literally ailment aware effectively denied entry country citizenship pondering ahead test mon return tues
@wck47 @ToniaBuxton No it isn't covid it's a backlog of 5 years worth of critical life saving procedures that were put off for a scam that's now stretching the NHS! PS I work in it 🙃,l,3,backlog 5 worth critical life saving procedures scam stretching nhs ps
"longest, scariest chapter of my book on economy. 5 crore fewer indians working now than in 2013 &amp; this is pre covid. mfg jobs halved since 2017. modi pushed as many indians into poverty (quarter billion) as manmohan singh pulled out of poverty. we’re sunk. https://t.co/1wVQW2aMaB",l,3,scariest chapter book economy 5 crore fewer indians amp jobs halved pushed indians poverty quarter billion pulled poverty sunk
"Yet ANOTHER lie by Jen Psaki to the American people! 

COVID is the reason for record crime...

Yeah...Right... https://t.co/fazhUc3TfF",o,3,lie american people reason record crime yeah
"Take advice from scientists and the white coats on how to navigate party season!  

Seriously?  Does that include dance moves?
🥼👨‍🔬
https://t.co/FJvqjnfCe1",o,2,advice scientists white coats navigate party season seriously include dance moves
"It might be unpleasant to face the reality, but when it comes to covid it’s always better to be up front from the start. Don’t sugar coat it.",c,2,unpleasant reality comes front start sugar coat
@sanket @ndtv @pkdnambiar @INCIndia @rssurjewala @Pawankhera @SupriyaShrinate @AamAadmiParty @drajoykumar AAP is showcasing its APP to handle covid..  what crap is that and everyone know that APP is not real time and there is no bed available even if it shows there are plenty,o,3,handle crap real time bed available plenty
Another bit of positivity to cling to - number of people in ICU with Covid in Scotland is down to 33 - that’s the lowest since mid August,h,1,bit positivity cling people icu scotland 33 lowest mid august
"Kinda stunning. A local health department in rural southern Missouri county is halting its COVID-19 response efforts after state Attorney General Eric Schmitt wrote agencies this week demanding they drop mitigation measures.
https://t.co/vWTJtlfk1B",l,3,kinda stunning local health department rural southern missouri county halting response efforts attorney wrote agencies week demanding drop mitigation measures
Beaufort Co. has not recorded a COVID-19 surge after Thanksgiving. Why that matters https://t.co/XFMY9h7oMG,h,1,co recorded surge thanksgiving matters
"One last thing … 

Every policy @GregAbbott_TX is employing… his Covid policy, border policy, power grid policy, gun policy, abortion policy… all of them… constitute clear human rights abuses. After we defeat him he must answer for his cruelty… but we must defeat him first. https://t.co/BXTum6984Z",o,3,policy employing policy border policy power grid policy gun policy abortion policy constitute human rights abuses defeat answer cruelty defeat
"@jameshodcroft @RealDeniseWelch Just ask yourself. The government have every shred of data on COVID imaginable, if it was that deadly why would they put themselves in such danger by holding multiple parties at the height of the second wave?",l,2,government shred data imaginable deadly danger holding multiple parties height wave
"Covid 19 Update. Confirmed 4,485, Up 17. Deceased 78, No Change. Recovered 4,436, Up 9. Active Cases 71, Up 8. Outbreaks 5, Up 1 https://t.co/lhmbfAgean",h,2,19 update confirmed 17 deceased 78 change recovered 9 active 71 8 outbreaks 5 1
